id,sku_id,product_name,price,sub_category_id,last_updated_at
42,FUR-BO-10004357,OSullivan Living Dimensions 3-Shelf Bookcases,200.98,5,2024-12-13
43,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,160.98,5,2024-12-13
44,FUR-BO-10004409,Safco Value Mate Series Steel Bookcases; Baked Enamel Finish on Steel; Gray,70.98,5,2024-12-13
45,FUR-BO-10004467,Bestar Classic Bookcase,49.99,5,2024-12-13
46,FUR-BO-10004690,OSullivan Cherrywood Estates Traditional Barrister Bookcase,96.24,5,2024-12-13
47,FUR-BO-10004695,OSullivan 2-Door Barrister Bookcase in Odessa Pine,90.49,5,2024-12-13
48,FUR-BO-10004709,Bush Westfield Collection Bookcases; Medium Cherry Finish,46.38,5,2024-12-13
49,FUR-BO-10004834,Riverside Palais Royal Lawyers Bookcase; Royale Cherry Finish,440.49,5,2024-12-13
50,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,151.62,6,2024-12-13
51,FUR-CH-10000155,Global Comet Stacking Armless Chair,239.24,6,2024-12-13
52,FUR-CH-10000225,Global Geo Office Task Chair; Gray,64.78,6,2024-12-13
53,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,216.78,6,2024-12-13
54,FUR-CH-10000309,Global Comet Stacking Arm Chair,422.51,6,2024-12-13
55,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,90.99,6,2024-12-13
56,FUR-CH-10000454,Hon Deluxe Fabric Upholstered Stacking Chairs; Rounded Back,170.79,6,2024-12-13
57,FUR-CH-10000513,High-Back Leather Managers Chair,129.99,6,2024-12-13
58,FUR-CH-10000553,Metal Folding Chairs; Beige; 4/Carton,33.94,6,2024-12-13
59,FUR-CH-10000595,Safco Contoured Stacking Chairs,190.72,6,2024-12-13
60,FUR-CH-10000665,Global Airflow Leather Mesh Back Chair; Black,120.78,6,2024-12-13
61,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,6,2024-12-13
62,FUR-CH-10000785,Global Ergonomic Managers Chair,144.78,6,2024-12-13
63,FUR-CH-10000847,Global Executive Mid-Back Managers Chair,203.69,6,2024-12-13
64,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,105.69,6,2024-12-13
65,FUR-CH-10000988,Hon Olson Stacker Stools,112.65,6,2024-12-13
66,FUR-CH-10001146,Global Task Chair; Black,60.89,6,2024-12-13
67,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,108.79,6,2024-12-13
68,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,400.78,6,2024-12-13
69,FUR-CH-10001270,Harbour Creations Steel Folding Chair,60.37,6,2024-12-13
70,FUR-CH-10001394,Global Leather Executive Chair,280.79,6,2024-12-13
71,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,104.78,6,2024-12-13
72,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,102.58,6,2024-12-13
73,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,112.78,6,2024-12-13
74,FUR-CH-10001714,Global Leather & Oak Executive Chair; Burgundy,120.71,6,2024-12-13
75,FUR-CH-10001797,Safco Chair Connectors; 6/Carton,30.78,6,2024-12-13
76,FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,108.88,6,2024-12-13
77,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,6,2024-12-13
78,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,76.78,6,2024-12-13
79,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,77.69,6,2024-12-13
80,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,18.65,6,2024-12-13
81,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,490.69,6,2024-12-13
82,FUR-CH-10002044,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms; Plum,91.69,6,2024-12-13
83,FUR-CH-10002073,Hon Olson Stacker Chairs,238.3,6,2024-12-13
84,FUR-CH-10002084,Hon Mobius Operators Chair,122.99,6,2024-12-13
85,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,170.79,6,2024-12-13
86,FUR-CH-10002304,Global Stack Chair without Arms; Black,18.19,6,2024-12-13
87,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.18,6,2024-12-13
88,FUR-CH-10002320,Hon Pagoda Stacking Chairs,256.78,6,2024-12-13
89,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,355.98,6,2024-12-13
90,FUR-CH-10002335,Hon GuestStacker Chair,226.67,6,2024-12-13
91,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,64.78,6,2024-12-13
92,FUR-CH-10002439,Iceberg Nesting Folding Chair; 19w x 6d x 43h,52.4,6,2024-12-13
93,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,105.69,6,2024-12-13
94,FUR-CH-10002647,Situations Contoured Folding Chairs; 4/Set,56.78,6,2024-12-13
95,FUR-CH-10002758,Hon Deluxe Fabric Upholstered Stacking Chairs; Squared Back,195.18,6,2024-12-13
96,FUR-CH-10002774,Global Deluxe Stacking Chair; Gray,40.78,6,2024-12-13
97,FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,72.78,6,2024-12-13
98,FUR-CH-10002880,Global High-Back Leather Tilter; Burgundy,86.09,6,2024-12-13
99,FUR-CH-10002961,Leather Task Chair; Black,72.78,6,2024-12-13
100,FUR-CH-10002965,Global Leather Highback Executive Chair with Pneumatic Height Adjustment; Black,160.78,6,2024-12-13
101,FUR-CH-10002966,Global Leather Highback Executive Chair with Pneumatic Height Adjustment; Blue,140.69,6,2024-12-13
102,FUR-CH-10003061,Global Leather Task Chair; Black,89.99,6,2024-12-13
103,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,110.98,6,2024-12-13
104,FUR-CH-10003298,Office Star - Contemporary Task Swivel chair with Loop Arms; Charcoal,117.88,6,2024-12-13
105,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,224.78,6,2024-12-13
106,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,284.98,6,2024-12-13
107,FUR-CH-10003396,Global Deluxe Steno Chair,53.89,6,2024-12-13
108,FUR-CH-10003535,Global Armless Task Chair; Royal Blue,42.69,6,2024-12-13
109,FUR-CH-10003606,SAFCO Folding Chair Trolley,102.59,6,2024-12-13
110,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,224.69,6,2024-12-13
111,FUR-CH-10003761,Global Italian Leather Office Chair,130.98,6,2024-12-13
112,FUR-CH-10003774,Global Wood Trimmed Managers Task Chair; Khaki,90.98,6,2024-12-13
113,FUR-CH-10003817,Global Value Steno Chair; Gray,48.59,6,2024-12-13
114,FUR-CH-10003833,Novimex Fabric Task Chair,48.78,6,2024-12-13
115,FUR-CH-10003846,Hon Valutask Swivel Chairs,100.98,6,2024-12-13
116,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,70.98,6,2024-12-13
117,FUR-CH-10003968,Novimex Turbo Task Chair,63.88,6,2024-12-13
118,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,297.41,6,2024-12-13
119,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,179.89,6,2024-12-13
120,FUR-CH-10004063,Global Deluxe High-Back Managers Chair,285.98,6,2024-12-13
121,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,233.38,6,2024-12-13
122,FUR-CH-10004218,Global Fabric Managers Chair; Dark Gray,100.98,6,2024-12-13
123,FUR-CH-10004287,SAFCO Arco Folding Chair,193.34,6,2024-12-13
124,FUR-CH-10004289,Global Super Steno Chair,86.38,6,2024-12-13
125,FUR-CH-10004477,Global Push Button Managers Chair; Indigo,48.71,6,2024-12-13
126,FUR-CH-10004495,Global Leather and Oak Executive Chair; Black,240.78,6,2024-12-13
127,FUR-CH-10004540,Global Chrome Stack Chair,27.42,6,2024-12-13
128,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,100.89,6,2024-12-13
129,FUR-CH-10004675,Lifetime Advantage Folding Chairs; 4/Carton,218.08,6,2024-12-13
130,FUR-CH-10004698,Padded Folding Chairs; Black; 4/Carton,56.69,6,2024-12-13
131,FUR-CH-10004754,Global Stack Chair with Arms; Black,29.98,6,2024-12-13
132,FUR-CH-10004853,Global Managers Adjustable Task Chair; Storm,150.98,6,2024-12-13
133,FUR-CH-10004860,Global Low Back Tilter Chair,80.78,6,2024-12-13
134,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,64.06,6,2024-12-13
135,FUR-CH-10004886,Bevis Steel Folding Chairs,76.76,6,2024-12-13
136,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,144.88,6,2024-12-13
137,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,131.59,6,2024-12-13
138,FUR-FU-10000010,DAX Value U-Channel Document Frames; Easel Back,4.97,10,2024-12-13
139,FUR-FU-10000023,Eldon Wave Desk Accessories,5.89,10,2024-12-13
140,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,6.16,10,2024-12-13
141,FUR-FU-10000076,24-Hour Round Wall Clock,19.98,10,2024-12-13
142,FUR-FU-10000087,Executive Impressions 14 Two-Color Numerals Wall Clock,18.18,10,2024-12-13
143,FUR-FU-10000175,DAX Wood Document Frame,5.49,10,2024-12-13
144,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,32.48,10,2024-12-13
145,FUR-FU-10000206,GE General Purpose; Extra Long Life; Showcase & Floodlight Incandescent Bulbs,2.33,10,2024-12-13
146,FUR-FU-10000221,Master Caster Door Stop; Brown,5.08,10,2024-12-13
147,FUR-FU-10000222,Seth Thomas 16 Steel Case Clock,25.98,10,2024-12-13
148,FUR-FU-10000246,Aluminum Document Frame,12.22,10,2024-12-13
149,FUR-FU-10000260,6 Cubicle Wall Clock; Black,8.09,10,2024-12-13
150,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.27,10,2024-12-13
151,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,84.23,10,2024-12-13
152,FUR-FU-10000305,Tenex V2T-RE Standard Weight Series Chair Mat; 45 x 53; Lip 25 x 12,70.98,10,2024-12-13
153,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,49.74,10,2024-12-13
154,FUR-FU-10000320,OIC Stacking Trays,3.34,10,2024-12-13
155,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,19.94,10,2024-12-13
156,FUR-FU-10000409,GE 4 Foot Flourescent Tube; 40 Watt,14.98,10,2024-12-13
157,FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,15.98,10,2024-12-13
158,FUR-FU-10000521,Seth Thomas 14 Putty-Colored Wall Clock,29.34,10,2024-12-13
159,FUR-FU-10000550,Stacking Trays by OIC,3.98,10,2024-12-13
160,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,167.87,10,2024-12-13
161,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,13.79,10,2024-12-13
162,FUR-FU-10000672,Executive Impressions 10 Spectator Wall Clock,11.76,10,2024-12-13
163,FUR-FU-10000719,DAX Cubicle Frames; 8-1/2 x 11,8.57,10,2024-12-13
164,FUR-FU-10000723,Deflect-o EconoMat Studded; No Bevel Mat for Low Pile Carpeting,16.53,10,2024-12-13
165,FUR-FU-10000732,Eldon 200 Class Desk Accessories,6.28,10,2024-12-13
166,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,10,2024-12-13
167,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,6.24,10,2024-12-13
168,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,21.18,10,2024-12-13
169,FUR-FU-10000771,Eldon 200 Class Desk Accessories; Smoke,6.28,10,2024-12-13
170,FUR-FU-10000794,Eldon Stackable Tray; Side-Load; Legal; Smoke,9.14,10,2024-12-13
171,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,16.99,10,2024-12-13
172,FUR-FU-10000965,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock,51.94,10,2024-12-13
173,FUR-FU-10001025,Eldon Imàge Series Desk Accessories; Clear,4.86,10,2024-12-13
174,FUR-FU-10001037,DAX Charcoal/Nickel-Tone Document Frame; 5 x 7,7.58,10,2024-12-13
175,FUR-FU-10001057,Tensor Track Tree Floor Lamp,15.99,10,2024-12-13
176,FUR-FU-10001085,3M Polarizing Light Filter Sleeves,7.46,10,2024-12-13
177,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,21.18,10,2024-12-13
178,FUR-FU-10001185,Advantus Employee of the Month Certificate Frame; 11 x 13-1/2,24.74,10,2024-12-13
179,FUR-FU-10001196,DAX Cubicle Frames - 8x10,5.77,10,2024-12-13
180,FUR-FU-10001215,Howard Miller 11-1/2 Diameter Brentwood Wall Clock,43.13,10,2024-12-13
181,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,33.68,10,2024-12-13
182,FUR-FU-10001379,Executive Impressions 16-1/2 Circular Wall Clock,10.69,10,2024-12-13
183,FUR-FU-10001424,Dax Clear Box Frame,8.73,10,2024-12-13
184,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,136.78,10,2024-12-13
185,FUR-FU-10001473,DAX Wood Document Frame,10.98,10,2024-12-13
186,FUR-FU-10001475,Contract Clock; 14; Brown,8.79,10,2024-12-13
187,FUR-FU-10001487,Eldon Expressions Wood and Plastic Desk Accessories; Cherry Wood,6.98,10,2024-12-13
188,FUR-FU-10001488,Tenex 46 x 60 Computer Anti-Static Chairmat; Rectangular Shaped,84.78,10,2024-12-13
189,FUR-FU-10001546,Dana Swing-Arm Lamps,4.27,10,2024-12-13
190,FUR-FU-10001588,Deflect-o SuperTray Unbreakable Stackable Tray; Letter; Black,29.18,10,2024-12-13
191,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,9.76,10,2024-12-13
192,FUR-FU-10001602,Eldon Delta Triangular Chair Mat; 52 x 58; Clear,30.34,10,2024-12-13
193,FUR-FU-10001617,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,10.4,10,2024-12-13
194,FUR-FU-10001706,Longer-Life Soft White Bulbs,3.08,10,2024-12-13
195,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,2.14,10,2024-12-13
196,FUR-FU-10001756,Eldon Expressions Desk Accessory; Wood Photo Frame; Mahogany,15.23,10,2024-12-13
197,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,4.14,10,2024-12-13
198,FUR-FU-10001852,Eldon Regeneration Recycled Desk Accessories; Smoke,1.74,10,2024-12-13
199,FUR-FU-10001861,Floodlight Indoor Halogen Bulbs; 1 Bulb per Pack; 60 Watts,19.4,10,2024-12-13
200,FUR-FU-10001867,Eldon Expressions Punched Metal & Wood Desk Accessories; Pewter & Cherry,10.64,10,2024-12-13
201,FUR-FU-10001876,Computer Room Manger; 14,32.48,10,2024-12-13
202,FUR-FU-10001889,Ultra Door Pull Handle,8.42,10,2024-12-13
203,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,4.73,10,2024-12-13
204,FUR-FU-10001934,Magnifier Swing Arm Lamp,20.98,10,2024-12-13
205,FUR-FU-10001935,3M Hangers With Command Adhesive,3.7,10,2024-12-13
206,FUR-FU-10001940,Staple-based wall hangings,3.18,10,2024-12-13
207,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,15.99,10,2024-12-13
208,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,40.97,10,2024-12-13
209,FUR-FU-10001986,Dana Fluorescent Magnifying Lamp; White; 36,40.78,10,2024-12-13
210,FUR-FU-10002030,Executive Impressions 14 Contract Wall Clock with Quartz Movement,17.78,10,2024-12-13
211,FUR-FU-10002045,Executive Impressions 14,22.23,10,2024-12-13
212,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,8.98,10,2024-12-13
213,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,2.23,10,2024-12-13
214,FUR-FU-10002111,Master Caster Door Stop; Large Brown,7.28,10,2024-12-13
215,FUR-FU-10002116,Tenex Carpeted; Granite-Look or Clear Contemporary Contour Shape Chair Mats,70.71,10,2024-12-13
216,FUR-FU-10002157,Artistic Insta-Plaque,15.68,10,2024-12-13
217,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,5.58,10,2024-12-13
218,FUR-FU-10002240,Nu-Dell EZ-Mount Plastic Wall Frames,1.58,10,2024-12-13
219,FUR-FU-10002253,Howard Miller 13 Diameter Pewter Finish Round Wall Clock,34.35,10,2024-12-13
220,FUR-FU-10002268,Ultra Door Push Plate,4.91,10,2024-12-13
221,FUR-FU-10002298,Rubbermaid ClusterMat Chairmats; Mat Size- 66 x 60; Lip 20 x 11 -90 Degree Angle,110.98,10,2024-12-13
222,FUR-FU-10002364,Eldon Expressions Wood Desk Accessories; Oak,7.38,10,2024-12-13
223,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,41.47,10,2024-12-13
224,FUR-FU-10002396,DAX Copper Panel Document Frame; 5 x 7 Size,5.03,10,2024-12-13
225,FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame; Desktop; 5 x 7,9.48,10,2024-12-13
226,FUR-FU-10002456,Master Caster Door Stop; Large Neon Orange,7.28,10,2024-12-13
227,FUR-FU-10002501,Nu-Dell Executive Frame,10.11,10,2024-12-13
228,FUR-FU-10002505,Eldon 100 Class Desk Accessories,3.37,10,2024-12-13
229,FUR-FU-10002506,Tensor Hersey Kiss Styled Floor Lamp,10.39,10,2024-12-13
230,FUR-FU-10002508,Document Clip Frames,6.67,10,2024-12-13
231,FUR-FU-10002553,Electrix Incandescent Magnifying Lamp; Black,14.66,10,2024-12-13
232,FUR-FU-10002554,Westinghouse Floor Lamp with Metal Mesh Shade; Black,23.99,10,2024-12-13
233,FUR-FU-10002597,C-Line Magnetic Cubicle Keepers; Clear Polypropylene,4.94,10,2024-12-13
234,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,10,2024-12-13
235,FUR-FU-10002685,Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock,18.7,10,2024-12-13
236,FUR-FU-10002703,Tenex Traditional Chairmats for Hard Floors; Average Lip; 36 x 48,25.78,10,2024-12-13
237,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,7.99,10,2024-12-13
238,FUR-FU-10002813,DAX Contemporary Wood Frame with Silver Metal Mat; Desktop; 11 x 14 Size,20.24,10,2024-12-13
239,FUR-FU-10002874,Ultra Commercial Grade Dual Valve Door Closer,31.91,10,2024-12-13
240,FUR-FU-10002878,Seth Thomas 14 Day/Date Wall Clock,28.48,10,2024-12-13
241,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,4.82,10,2024-12-13
242,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,10,2024-12-13
243,FUR-FU-10002937,GE 48 Fluorescent Tube; Cool White Energy Saver; 34 Watts; 30/Box,99.23,10,2024-12-13
244,FUR-FU-10002960,Eldon 200 Class Desk Accessories; Burgundy,5.02,10,2024-12-13
245,FUR-FU-10002963,Master Caster Door Stop; Gray,5.08,10,2024-12-13
246,FUR-FU-10003026,Eldon Regeneration Recycled Desk Accessories; Black,3.87,10,2024-12-13
247,FUR-FU-10003039,Howard Miller 11-1/2 Diameter Grantwood Wall Clock,34.5,10,2024-12-13
248,FUR-FU-10003095,Linden 12 Wall Clock With Oak Frame,33.98,10,2024-12-13
249,FUR-FU-10003096,Master Giant Foot Doorstop; Safety Yellow,6.07,10,2024-12-13
250,FUR-FU-10003142,Master Big Foot Doorstop; Beige,5.28,10,2024-12-13
251,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,88.84,10,2024-12-13
252,FUR-FU-10003194,Eldon Expressions Desk Accessory; Wood Pencil Holder; Oak,9.65,10,2024-12-13
253,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,16.78,10,2024-12-13
254,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,10,2024-12-13
255,FUR-FU-10003274,Regeneration Desk Collection,1.41,10,2024-12-13
256,FUR-FU-10003347,Coloredge Poster Frame,14.2,10,2024-12-13
257,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,39.47,10,2024-12-13
258,FUR-FU-10003394,Tenex The Solids Textured Chair Mats,69.96,10,2024-12-13
259,FUR-FU-10003424,Nu-Dell Oak Frame,10.68,10,2024-12-13
260,FUR-FU-10003464,Seth Thomas 8 1/2 Cubicle Clock,20.28,10,2024-12-13
261,FUR-FU-10003489,Contemporary Borderless Frame,3.44,10,2024-12-13
262,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,10.97,10,2024-12-13
263,FUR-FU-10003553,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,68.77,10,2024-12-13
264,FUR-FU-10003577,Nu-Dell Leatherette Frames,14.34,10,2024-12-13
265,FUR-FU-10003601,Deflect-o RollaMat Studded; Beveled Mat for Medium Pile Carpeting,36.89,10,2024-12-13
266,FUR-FU-10003623,DataProducts Ampli Magnifier Task Lamp; Black;,21.65,10,2024-12-13
267,FUR-FU-10003664,Electrix Architects Clamp-On Swing Arm Lamp; Black,95.46,10,2024-12-13
268,FUR-FU-10003665,Electrix Architects Clamp-On Swing Arm Lamp; Orange,95.46,10,2024-12-13
269,FUR-FU-10003691,Eldon Image Series Desk Accessories; Ebony,12.35,10,2024-12-13
270,FUR-FU-10003708,Tenex Traditional Chairmats for Medium Pile Carpet; Standard Lip; 36 x 48,60.65,10,2024-12-13
271,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,3.35,10,2024-12-13
272,FUR-FU-10003731,Eldon Expressions Wood and Plastic Desk Accessories; Oak,9.98,10,2024-12-13
273,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,79.52,10,2024-12-13
274,FUR-FU-10003798,Ultra Door Kickplate; 8H x 34W,15.82,10,2024-12-13
275,FUR-FU-10003799,Seth Thomas 13 1/2 Wall Clock,17.78,10,2024-12-13
276,FUR-FU-10003806,Tenex Chairmat w/ Average Lip; 45 x 53,60.54,10,2024-12-13
277,FUR-FU-10003829,Stackable Trays,3.08,10,2024-12-13
278,FUR-FU-10003832,Eldon Expressions Punched Metal & Wood Desk Accessories; Black & Cherry,9.38,10,2024-12-13
279,FUR-FU-10003849,DAX Metal Frame; Desktop; Stepped-Edge,20.24,10,2024-12-13
280,FUR-FU-10003878,Linden 10 Round Wall Clock; Black,15.28,10,2024-12-13
281,FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,16.36,10,2024-12-13
282,FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,31.48,10,2024-12-13
283,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,10,2024-12-13
